# Root UV coordinates (u, v)
2763: (0.33333333333333326, 6.819491455787778)
2764: (0.33333333333333326, 8.41104088670673)
2765: (-1.1102230246251565e-16, 8.41104088670673)
2766: (0.2500000000000001, 0.9330127018922194)
2767: (1.0, 0.5)
2768: (0.5, 0.5)
2769: (0.24999999999999978, 0.06698729810778076)
2770: (0.2500000000000001, 0.9330127018922194)
2771: (0.5, 0.5)
2772: (1.0, 0.5)
2773: (0.24999999999999978, 0.06698729810778076)
2774: (0.5, 0.5)
2775: (0.5, 0.5)
2776: (0.5, 0.5)
2777: (0.5, 0.5)
2778: (0.5, 0.5)
2779: (0.5, 0.5)
2780: (0.5, 0.5)
2781: (0.5, 0.5)
2782: (0.5, 0.5)
2783: (0.5, 0.5)
2784: (0.5, 0.5)
2785: (0.5, 0.5)
2786: (0.5, 0.5)
2787: (0.3333333333333333, 0.0)
2788: (0.6666666666666666, 0.0)
2789: (0.6666666666666666, 0.7617438793573338)
2790: (0.3333333333333333, 0.7617438793573338)
2791: (0.6666666666666666, 0.0)
2792: (1.0, 0.0)
2793: (1.0, 0.7617438793573338)
2794: (0.6666666666666666, 0.7617438793573338)
2795: (-1.1102230246251565e-16, 0.0)
2796: (0.33333333333333326, 0.0)
2797: (0.33333333333333326, 0.7617438793573338)
2798: (-1.1102230246251565e-16, 0.7617438793573338)
2799: (0.3333333333333333, 0.7617438793573338)
2800: (0.6666666666666666, 0.7617438793573338)
2801: (0.6666666666666666, 1.2996561805211364)
2802: (0.3333333333333333, 1.2996561805211364)
2803: (0.6666666666666666, 0.7617438793573338)
2804: (1.0, 0.7617438793573338)
2805: (1.0, 1.2996561805211364)
2806: (0.6666666666666666, 1.2996561805211364)
2807: (-1.1102230246251565e-16, 0.7617438793573338)
2808: (0.33333333333333326, 0.7617438793573338)
2809: (0.33333333333333326, 1.2996561805211364)
2810: (-1.1102230246251565e-16, 1.2996561805211364)
2811: (0.3333333333333333, 1.2996561805211364)
2812: (0.6666666666666666, 1.2996561805211364)
2813: (0.6666666666666666, 2.083291602565501)
2814: (0.3333333333333333, 2.083291602565501)
2815: (0.6666666666666666, 1.2996561805211364)
2816: (1.0, 1.2996561805211364)
2817: (1.0, 2.083291602565501)
2818: (0.6666666666666666, 2.083291602565501)
2819: (-1.1102230246251565e-16, 1.2996561805211364)
2820: (0.33333333333333326, 1.2996561805211364)
2821: (0.33333333333333326, 2.083291602565501)
2822: (-1.1102230246251565e-16, 2.083291602565501)
2823: (0.3333333333333333, 2.083291602565501)
2824: (0.6666666666666666, 2.083291602565501)
2825: (0.6666666666666666, 3.674841033484454)
2826: (0.3333333333333333, 3.674841033484454)
2827: (0.6666666666666666, 2.083291602565501)
2828: (1.0, 2.083291602565501)
2829: (1.0, 3.674841033484454)
2830: (0.6666666666666666, 3.674841033484454)
2831: (-1.1102230246251565e-16, 2.083291602565501)
2832: (0.33333333333333326, 2.083291602565501)
2833: (0.33333333333333326, 3.674841033484454)
2834: (-1.1102230246251565e-16, 3.674841033484454)
2835: (0.3333333333333333, 3.674841033484454)
2836: (0.6666666666666666, 3.674841033484454)
2837: (0.6666666666666666, 5.266390464403409)
2838: (0.3333333333333333, 5.266390464403409)
2839: (0.6666666666666666, 3.674841033484454)
2840: (1.0, 3.674841033484454)
2841: (1.0, 5.266390464403409)
2842: (0.6666666666666666, 5.266390464403409)
2843: (-1.1102230246251565e-16, 3.674841033484454)
2844: (0.33333333333333326, 3.674841033484454)
2845: (0.33333333333333326, 5.266390464403409)
2846: (-1.1102230246251565e-16, 5.266390464403409)
2847: (0.2500000000000001, 0.9330127018922194)
2848: (1.0, 0.5)
2849: (0.5, 0.5)
2850: (0.24999999999999978, 0.06698729810778076)
2851: (0.2500000000000001, 0.9330127018922194)
2852: (0.5, 0.5)
2853: (1.0, 0.5)
2854: (0.24999999999999978, 0.06698729810778076)
2855: (0.5, 0.5)
2856: (0.5, 0.5)
2857: (0.5, 0.5)
2858: (0.5, 0.5)
2859: (0.5, 0.5)
2860: (0.5, 0.5)
2861: (0.5, 0.5)
2862: (0.5, 0.5)
2863: (0.5, 0.5)
2864: (0.5, 0.5)
2865: (0.5, 0.0)
2866: (0.75, 0.0)
2867: (0.5454545454545454, 25.509143333282395)
2868: (0.2727272727272727, 25.509143333282395)
2869: (0.75, 0.0)
2870: (1.0, 0.0)
2871: (0.8181818181818181, 25.509143333282395)
2872: (0.5454545454545454, 25.509143333282395)
2873: (1.0, 0.0)
2874: (1.25, 0.0)
2875: (1.0909090909090908, 25.509143333282395)
2876: (0.8181818181818181, 25.509143333282395)
2877: (1.25, 0.0)
2878: (1.5, 0.0)
2879: (1.3636363636363638, 25.509143333282395)
2880: (1.0909090909090908, 25.509143333282395)
2881: (1.5, 0.0)
2882: (1.7499999999999998, 0.0)
2883: (1.6363636363636362, 25.509143333282395)
2884: (1.3636363636363638, 25.509143333282395)
2885: (1.7499999999999998, 0.0)
2886: (2.0, 0.0)
2887: (1.9090909090909092, 25.509143333282395)
2888: (1.6363636363636362, 25.509143333282395)
2889: (2.0, 0.0)
2890: (2.25, 0.0)
2891: (2.1818181818181817, 25.509143333282395)
2892: (1.9090909090909092, 25.509143333282395)
2893: (2.25, 0.0)
2894: (2.5, 0.0)
2895: (2.4545454545454546, 25.509143333282395)
2896: (2.1818181818181817, 25.509143333282395)
2897: (2.5, 0.0)
2898: (2.75, 0.0)
2899: (2.7272727272727275, 25.509143333282395)
2900: (2.4545454545454546, 25.509143333282395)
2901: (2.75, 0.0)
2902: (3.0, 0.0)
2903: (3.0, 25.509143333282395)
2904: (2.7272727272727275, 25.509143333282395)
2905: (0.25, 0.0)
2906: (0.5, 0.0)
2907: (0.2727272727272725, 25.509143333282395)
2908: (0.0, 25.509143333282395)
2909: (0.0, 0.0)
2910: (0.25, 0.0)
2911: (0.0, 25.509143333282395)
2912: (0.5454545454545454, 25.509143333282395)
2913: (0.8181818181818181, 25.509143333282395)
2914: (0.6000000000000001, 31.2101005975029)
2915: (0.30000000000000004, 31.2101005975029)
2916: (0.8181818181818181, 25.509143333282395)
2917: (1.0909090909090908, 25.509143333282395)
2918: (0.9000000000000001, 31.2101005975029)
2919: (0.6000000000000001, 31.2101005975029)
2920: (1.0909090909090908, 25.509143333282395)
2921: (1.3636363636363638, 25.509143333282395)
2922: (1.2000000000000002, 31.2101005975029)
2923: (0.9000000000000001, 31.2101005975029)
2924: (1.3636363636363638, 25.509143333282395)
2925: (1.6363636363636362, 25.509143333282395)
2926: (1.5, 31.2101005975029)
2927: (1.2000000000000002, 31.2101005975029)
2928: (1.6363636363636362, 25.509143333282395)
2929: (1.9090909090909092, 25.509143333282395)
2930: (1.8000000000000003, 31.2101005975029)
2931: (1.5, 31.2101005975029)
2932: (1.9090909090909092, 25.509143333282395)
2933: (2.1818181818181817, 25.509143333282395)
2934: (2.1, 31.2101005975029)
2935: (1.8000000000000003, 31.2101005975029)
2936: (2.1818181818181817, 25.509143333282395)
2937: (2.4545454545454546, 25.509143333282395)
2938: (2.4000000000000004, 31.2101005975029)
2939: (2.1, 31.2101005975029)
2940: (2.4545454545454546, 25.509143333282395)
2941: (2.7272727272727275, 25.509143333282395)
2942: (2.7, 31.2101005975029)
2943: (2.4000000000000004, 31.2101005975029)
2944: (2.7272727272727275, 25.509143333282395)
2945: (3.0, 25.509143333282395)
2946: (3.0, 31.2101005975029)
2947: (2.7, 31.2101005975029)
2948: (0.2727272727272725, 25.509143333282395)
2949: (0.545454545454545, 25.509143333282395)
2950: (0.2999999999999998, 31.2101005975029)
2951: (0.0, 31.2101005975029)
2952: (-4.440892098500626e-16, 25.509143333282395)
2953: (0.2727272727272725, 25.509143333282395)
2954: (0.0, 31.2101005975029)
2955: (0.6000000000000001, 31.2101005975029)
2956: (0.9000000000000001, 31.2101005975029)
2957: (0.6666666666666666, 32.08590462691375)
2958: (0.3333333333333333, 32.08590462691375)
2959: (0.9000000000000001, 31.2101005975029)
2960: (1.2000000000000002, 31.2101005975029)
2961: (1.0, 32.08590462691375)
2962: (0.6666666666666666, 32.08590462691375)
2963: (1.2000000000000002, 31.2101005975029)
2964: (1.5, 31.2101005975029)
2965: (1.3333333333333333, 32.08590462691375)
2966: (1.0, 32.08590462691375)
2967: (1.5, 31.2101005975029)
2968: (1.8000000000000003, 31.2101005975029)
2969: (1.6666666666666667, 32.08590462691375)
2970: (1.3333333333333333, 32.08590462691375)
2971: (1.8000000000000003, 31.2101005975029)
2972: (2.1, 31.2101005975029)
2973: (2.0, 32.08590462691375)
2974: (1.6666666666666667, 32.08590462691375)
2975: (2.1, 31.2101005975029)
2976: (2.4000000000000004, 31.2101005975029)
2977: (2.333333333333333, 32.08590462691375)
2978: (2.0, 32.08590462691375)
2979: (2.4000000000000004, 31.2101005975029)
2980: (2.7, 31.2101005975029)
2981: (2.6666666666666665, 32.08590462691375)
2982: (2.333333333333333, 32.08590462691375)
2983: (2.7, 31.2101005975029)
2984: (3.0, 31.2101005975029)
2985: (3.0, 32.08590462691375)
2986: (2.6666666666666665, 32.08590462691375)
2987: (0.2999999999999998, 31.2101005975029)
2988: (0.5999999999999996, 31.2101005975029)
2989: (0.3333333333333335, 32.08590462691375)
2990: (0.0, 32.08590462691375)
2991: (0.0, 31.2101005975029)
2992: (0.2999999999999998, 31.2101005975029)
2993: (0.0, 32.08590462691375)
2994: (0.6666666666666666, 32.08590462691375)
2995: (1.0, 32.08590462691375)
2996: (0.75, 36.86055291967061)
2997: (0.375, 36.86055291967061)
2998: (1.0, 32.08590462691375)
2999: (1.3333333333333333, 32.08590462691375)
3000: (1.125, 36.86055291967061)
3001: (0.75, 36.86055291967061)
3002: (1.3333333333333333, 32.08590462691375)
3003: (1.6666666666666667, 32.08590462691375)
3004: (1.5, 36.86055291967061)
3005: (1.125, 36.86055291967061)
3006: (1.6666666666666667, 32.08590462691375)
3007: (2.0, 32.08590462691375)
3008: (1.875, 36.86055291967061)
3009: (1.5, 36.86055291967061)
3010: (2.0, 32.08590462691375)
3011: (2.333333333333333, 32.08590462691375)
3012: (2.25, 36.86055291967061)
3013: (1.875, 36.86055291967061)
3014: (2.333333333333333, 32.08590462691375)
3015: (2.6666666666666665, 32.08590462691375)
3016: (2.625, 36.86055291967061)
3017: (2.25, 36.86055291967061)
3018: (2.6666666666666665, 32.08590462691375)
3019: (3.0, 32.08590462691375)
3020: (3.0, 36.86055291967061)
3021: (2.625, 36.86055291967061)
3022: (0.3333333333333335, 32.08590462691375)
3023: (0.666666666666667, 32.08590462691375)
3024: (0.375, 36.86055291967061)
3025: (0.0, 36.86055291967061)
3026: (0.0, 32.08590462691375)
3027: (0.3333333333333335, 32.08590462691375)
3028: (0.0, 36.86055291967061)
3029: (0.75, 36.86055291967061)
3030: (1.125, 36.86055291967061)
3031: (0.8571428571428571, 41.63520121242747)
3032: (0.42857142857142855, 41.63520121242747)
3033: (1.125, 36.86055291967061)
3034: (1.5, 36.86055291967061)
3035: (1.2857142857142856, 41.63520121242747)
3036: (0.8571428571428571, 41.63520121242747)
3037: (1.5, 36.86055291967061)
3038: (1.875, 36.86055291967061)
3039: (1.7142857142857142, 41.63520121242747)
3040: (1.2857142857142856, 41.63520121242747)
3041: (1.875, 36.86055291967061)
3042: (2.25, 36.86055291967061)
3043: (2.1428571428571423, 41.63520121242747)
3044: (1.7142857142857142, 41.63520121242747)
3045: (2.25, 36.86055291967061)
3046: (2.625, 36.86055291967061)
3047: (2.571428571428571, 41.63520121242747)
3048: (2.1428571428571423, 41.63520121242747)
3049: (2.625, 36.86055291967061)
3050: (3.0, 36.86055291967061)
3051: (3.0, 41.63520121242747)
3052: (2.571428571428571, 41.63520121242747)
3053: (0.375, 36.86055291967061)
3054: (0.75, 36.86055291967061)
3055: (0.4285714285714284, 41.63520121242747)
3056: (-4.440892098500626e-16, 41.63520121242747)
3057: (0.0, 36.86055291967061)
3058: (0.375, 36.86055291967061)
3059: (-4.440892098500626e-16, 41.63520121242747)
3060: (0.8571428571428571, 41.63520121242747)
3061: (1.2857142857142856, 41.63520121242747)
3062: (1.0, 46.40984950518435)
3063: (0.5, 46.40984950518435)
3064: (1.2857142857142856, 41.63520121242747)
3065: (1.7142857142857142, 41.63520121242747)
3066: (1.5, 46.40984950518435)
3067: (1.0, 46.40984950518435)
3068: (1.7142857142857142, 41.63520121242747)
3069: (2.1428571428571423, 41.63520121242747)
3070: (2.0, 46.40984950518435)
3071: (1.5, 46.40984950518435)
3072: (2.1428571428571423, 41.63520121242747)
3073: (2.571428571428571, 41.63520121242747)
3074: (2.5, 46.40984950518435)
3075: (2.0, 46.40984950518435)
3076: (2.571428571428571, 41.63520121242747)
3077: (3.0, 41.63520121242747)
3078: (3.0, 46.40984950518435)
3079: (2.5, 46.40984950518435)
3080: (0.42857142857142794, 41.63520121242747)
3081: (0.8571428571428568, 41.63520121242747)
3082: (0.5, 46.40984950518435)
3083: (0.0, 46.40984950518435)
3084: (-4.440892098500626e-16, 41.63520121242747)
3085: (0.4285714285714284, 41.63520121242747)
3086: (0.0, 46.40984950518435)
3087: (1.0, 46.40984950518435)
3088: (1.5, 46.40984950518435)
3089: (1.2000000000000002, 51.184497797941205)
3090: (0.6000000000000001, 51.184497797941205)
3091: (1.5, 46.40984950518435)
3092: (2.0, 46.40984950518435)
3093: (1.8000000000000003, 51.184497797941205)
3094: (1.2000000000000002, 51.184497797941205)
3095: (2.0, 46.40984950518435)
3096: (2.5, 46.40984950518435)
3097: (2.4000000000000004, 51.184497797941205)
3098: (1.8000000000000003, 51.184497797941205)
3099: (2.5, 46.40984950518435)
3100: (3.0, 46.40984950518435)
3101: (3.0, 51.184497797941205)
3102: (2.4000000000000004, 51.184497797941205)
3103: (0.5, 46.40984950518435)
3104: (1.0, 46.40984950518435)
3105: (0.6000000000000001, 51.184497797941205)
3106: (4.440892098500626e-16, 51.184497797941205)
3107: (0.0, 46.40984950518435)
3108: (0.5, 46.40984950518435)
3109: (4.440892098500626e-16, 51.184497797941205)
3110: (1.2000000000000002, 51.184497797941205)
3111: (1.8000000000000003, 51.184497797941205)
3112: (1.5, 55.95914609069807)
3113: (0.75, 55.95914609069807)
3114: (1.8000000000000003, 51.184497797941205)
3115: (2.4000000000000004, 51.184497797941205)
3116: (2.25, 55.95914609069807)
3117: (1.5, 55.95914609069807)
3118: (2.4000000000000004, 51.184497797941205)
3119: (3.0, 51.184497797941205)
3120: (3.0, 55.95914609069807)
3121: (2.25, 55.95914609069807)
3122: (0.6000000000000005, 51.184497797941205)
3123: (1.2000000000000002, 51.184497797941205)
3124: (0.75, 55.95914609069807)
3125: (0.0, 55.95914609069807)
3126: (4.440892098500626e-16, 51.184497797941205)
3127: (0.6000000000000001, 51.184497797941205)
3128: (0.0, 55.95914609069807)
3129: (1.5, 55.95914609069807)
3130: (2.25, 55.95914609069807)
3131: (2.0, 60.73379438345493)
3132: (1.0, 60.73379438345493)
3133: (2.25, 55.95914609069807)
3134: (3.0, 55.95914609069807)
3135: (3.0, 60.73379438345493)
3136: (2.0, 60.73379438345493)
3137: (0.75, 55.95914609069807)
3138: (1.5, 55.95914609069807)
3139: (1.0, 60.73379438345493)
3140: (0.0, 60.73379438345493)
3141: (0.0, 55.95914609069807)
3142: (0.75, 55.95914609069807)
3143: (0.0, 60.73379438345493)
3144: (1.0, 60.73379438345493)
3145: (2.0, 60.73379438345493)
3146: (2.0, 65.50844267621179)
3147: (1.0, 65.50844267621179)
3148: (2.0, 60.73379438345493)
3149: (3.0, 60.73379438345493)
3150: (3.0, 65.50844267621179)
3151: (2.0, 65.50844267621179)
3152: (0.0, 60.73379438345493)
3153: (1.0, 60.73379438345493)
3154: (1.0, 65.50844267621179)
3155: (0.0, 65.50844267621179)
3156: (1.0, 65.50844267621179)
3157: (2.0, 65.50844267621179)
3158: (2.0, 70.28309096896864)
3159: (1.0, 70.28309096896864)
3160: (2.0, 65.50844267621179)
3161: (3.0, 65.50844267621179)
3162: (3.0, 70.28309096896864)
3163: (2.0, 70.28309096896864)
3164: (0.0, 65.50844267621179)
3165: (1.0, 65.50844267621179)
3166: (1.0, 70.28309096896864)
3167: (0.0, 70.28309096896864)
3168: (1.0, 70.28309096896864)
3169: (2.0, 70.28309096896864)
3170: (2.0, 75.05773926172549)
3171: (1.0, 75.05773926172549)
3172: (2.0, 70.28309096896864)
3173: (3.0, 70.28309096896864)
3174: (3.0, 75.05773926172549)
3175: (2.0, 75.05773926172549)
3176: (0.0, 70.28309096896864)
3177: (1.0, 70.28309096896864)
3178: (1.0, 75.05773926172549)
3179: (0.0, 75.05773926172549)
3180: (1.0, 75.05773926172549)
3181: (2.0, 75.05773926172549)
3182: (2.0, 79.83238755448234)
3183: (1.0, 79.83238755448234)
3184: (2.0, 75.05773926172549)
3185: (3.0, 75.05773926172549)
3186: (3.0, 79.83238755448234)
3187: (2.0, 79.83238755448234)
3188: (0.0, 75.05773926172549)
3189: (1.0, 75.05773926172549)
3190: (1.0, 79.83238755448234)
3191: (0.0, 79.83238755448234)
3192: (0.2500000000000001, 0.9330127018922194)
3193: (1.0, 0.5)
3194: (0.5, 0.5)
3195: (0.24999999999999978, 0.06698729810778076)
3196: (0.2500000000000001, 0.9330127018922194)
3197: (0.5, 0.5)
3198: (1.0, 0.5)
3199: (0.24999999999999978, 0.06698729810778076)
3200: (0.5, 0.5)
3201: (0.5, 0.5)
3202: (0.5, 0.5)
3203: (0.5, 0.5)
3204: (0.5, 0.5)
3205: (0.5, 0.5)
3206: (0.5, 0.5)
3207: (0.5, 0.5)
3208: (0.5, 0.5)
3209: (0.5, 0.5)
3210: (0.5, 0.5)
3211: (0.5, 0.5)
3212: (0.5, 0.5)
3213: (0.5, 0.5)
3214: (0.5, 0.5)
3215: (0.5, 0.5)
3216: (0.5, 0.5)
3217: (0.5, 0.5)
3218: (0.5, 0.5)
3219: (0.5, 0.5)
3220: (0.5, 0.5)
3221: (0.5, 0.5)
3222: (0.3333333333333333, 0.0)
3223: (0.6666666666666666, 0.0)
3224: (0.6666666666666666, 0.7060393359764014)
3225: (0.3333333333333333, 0.7060393359764014)
3226: (0.6666666666666666, 0.0)
3227: (1.0, 0.0)
3228: (1.0, 0.7060393359764014)
3229: (0.6666666666666666, 0.7060393359764014)
3230: (-1.1102230246251565e-16, 0.0)
3231: (0.33333333333333326, 0.0)
3232: (0.33333333333333326, 0.7060393359764014)
3233: (-1.1102230246251565e-16, 0.7060393359764014)
3234: (0.3333333333333333, 0.7060393359764014)
3235: (0.6666666666666666, 0.7060393359764014)
3236: (0.6666666666666666, 1.4481951720496222)
3237: (0.3333333333333333, 1.4481951720496222)
3238: (0.6666666666666666, 0.7060393359764014)
3239: (1.0, 0.7060393359764014)
3240: (1.0, 1.4481951720496222)
3241: (0.6666666666666666, 1.4481951720496222)
3242: (-1.1102230246251565e-16, 0.7060393359764014)
3243: (0.33333333333333326, 0.7060393359764014)
3244: (0.33333333333333326, 1.4481951720496222)
3245: (-1.1102230246251565e-16, 1.4481951720496222)
3246: (0.3333333333333333, 1.4481951720496222)
3247: (0.6666666666666666, 1.4481951720496222)
3248: (0.6666666666666666, 2.1110786978827187)
3249: (0.3333333333333333, 2.1110786978827187)
3250: (0.6666666666666666, 1.4481951720496222)
3251: (1.0, 1.4481951720496222)
3252: (1.0, 2.1110786978827187)
3253: (0.6666666666666666, 2.1110786978827187)
3254: (-1.1102230246251565e-16, 1.4481951720496222)
3255: (0.33333333333333326, 1.4481951720496222)
3256: (0.33333333333333326, 2.1110786978827187)
3257: (-1.1102230246251565e-16, 2.1110786978827187)
3258: (0.3333333333333333, 2.1110786978827187)
3259: (0.6666666666666666, 2.1110786978827187)
3260: (0.6666666666666666, 3.7026281288016696)
3261: (0.3333333333333333, 3.7026281288016696)
3262: (0.6666666666666666, 2.1110786978827187)
3263: (1.0, 2.1110786978827187)
3264: (1.0, 3.7026281288016696)
3265: (0.6666666666666666, 3.7026281288016696)
3266: (-1.1102230246251565e-16, 2.1110786978827187)
3267: (0.33333333333333326, 2.1110786978827187)
3268: (0.33333333333333326, 3.7026281288016696)
3269: (-1.1102230246251565e-16, 3.7026281288016696)
3270: (0.3333333333333333, 3.7026281288016696)
3271: (0.6666666666666666, 3.7026281288016696)
3272: (0.6666666666666666, 5.294177559720624)
3273: (0.3333333333333333, 5.294177559720624)
3274: (0.6666666666666666, 3.7026281288016696)
3275: (1.0, 3.7026281288016696)
3276: (1.0, 5.294177559720624)
3277: (0.6666666666666666, 5.294177559720624)
3278: (-1.1102230246251565e-16, 3.7026281288016696)
3279: (0.33333333333333326, 3.7026281288016696)
3280: (0.33333333333333326, 5.294177559720624)
3281: (-1.1102230246251565e-16, 5.294177559720624)
3282: (0.3333333333333333, 5.294177559720624)
3283: (0.6666666666666666, 5.294177559720624)
3284: (0.6666666666666666, 6.885726990639579)
3285: (0.3333333333333333, 6.885726990639579)
3286: (0.6666666666666666, 5.294177559720624)
3287: (1.0, 5.294177559720624)
3288: (1.0, 6.885726990639579)
3289: (0.6666666666666666, 6.885726990639579)
3290: (-1.1102230246251565e-16, 5.294177559720624)
3291: (0.33333333333333326, 5.294177559720624)
3292: (0.33333333333333326, 6.885726990639579)
3293: (-1.1102230246251565e-16, 6.885726990639579)
3294: (0.3333333333333333, 6.885726990639579)
3295: (0.6666666666666666, 6.885726990639579)
3296: (0.6666666666666666, 8.477276421558532)
3297: (0.3333333333333333, 8.477276421558532)
3298: (0.6666666666666666, 6.885726990639579)
3299: (1.0, 6.885726990639579)
3300: (1.0, 8.477276421558532)
3301: (0.6666666666666666, 8.477276421558532)
3302: (-1.1102230246251565e-16, 6.885726990639579)
3303: (0.33333333333333326, 6.885726990639579)
3304: (0.33333333333333326, 8.477276421558532)
3305: (-1.1102230246251565e-16, 8.477276421558532)
3306: (0.2500000000000001, 0.9330127018922194)
3307: (1.0, 0.5)
3308: (0.5, 0.5)
3309: (0.24999999999999978, 0.06698729810778076)
3310: (0.2500000000000001, 0.9330127018922194)
3311: (0.5, 0.5)
3312: (1.0, 0.5)
3313: (0.24999999999999978, 0.06698729810778076)
3314: (0.5, 0.5)
3315: (0.5, 0.5)
3316: (0.5, 0.5)
3317: (0.5, 0.5)
3318: (0.5, 0.5)
3319: (0.5, 0.5)
3320: (0.5, 0.5)
3321: (0.5, 0.5)
3322: (0.5, 0.5)
3323: (0.5, 0.5)
3324: (0.5, 0.5)
3325: (0.5, 0.5)
3326: (0.5, 0.5)
3327: (0.3333333333333333, 0.0)
3328: (0.6666666666666666, 0.0)
3329: (0.6666666666666666, 0.7134191720388344)
3330: (0.3333333333333333, 0.7134191720388344)
3331: (0.6666666666666666, 0.0)
3332: (1.0, 0.0)
3333: (1.0, 0.7134191720388344)
3334: (0.6666666666666666, 0.7134191720388344)
3335: (-1.1102230246251565e-16, 0.0)
3336: (0.33333333333333326, 0.0)
3337: (0.33333333333333326, 0.7134191720388344)
3338: (-1.1102230246251565e-16, 0.7134191720388344)
3339: (0.3333333333333333, 0.7134191720388344)
3340: (0.6666666666666666, 0.7134191720388344)
3341: (0.6666666666666666, 1.2405452485695563)
3342: (0.3333333333333333, 1.2405452485695563)
3343: (0.6666666666666666, 0.7134191720388344)
3344: (1.0, 0.7134191720388344)
3345: (1.0, 1.2405452485695563)
3346: (0.6666666666666666, 1.2405452485695563)
3347: (-1.1102230246251565e-16, 0.7134191720388344)
3348: (0.33333333333333326, 0.7134191720388344)
3349: (0.33333333333333326, 1.2405452485695563)
3350: (-1.1102230246251565e-16, 1.2405452485695563)
3351: (0.3333333333333333, 1.2405452485695563)
3352: (0.6666666666666666, 1.2405452485695563)
3353: (0.6666666666666666, 2.024695595355581)
3354: (0.3333333333333333, 2.024695595355581)
3355: (0.6666666666666666, 1.2405452485695563)
3356: (1.0, 1.2405452485695563)
3357: (1.0, 2.024695595355581)
3358: (0.6666666666666666, 2.024695595355581)
3359: (-1.1102230246251565e-16, 1.2405452485695563)
3360: (0.33333333333333326, 1.2405452485695563)
3361: (0.33333333333333326, 2.024695595355581)
3362: (-1.1102230246251565e-16, 2.024695595355581)
3363: (0.3333333333333333, 2.024695595355581)
3364: (0.6666666666666666, 2.024695595355581)
3365: (0.6666666666666666, 3.616245026274533)
3366: (0.3333333333333333, 3.616245026274533)
3367: (0.6666666666666666, 2.024695595355581)
3368: (1.0, 2.024695595355581)
3369: (1.0, 3.616245026274533)
3370: (0.6666666666666666, 3.616245026274533)
3371: (-1.1102230246251565e-16, 2.024695595355581)
3372: (0.33333333333333326, 2.024695595355581)
3373: (0.33333333333333326, 3.616245026274533)
3374: (-1.1102230246251565e-16, 3.616245026274533)
3375: (0.3333333333333333, 3.616245026274533)
3376: (0.6666666666666666, 3.616245026274533)
3377: (0.6666666666666666, 5.207794457193488)
3378: (0.3333333333333333, 5.207794457193488)
3379: (0.6666666666666666, 3.616245026274533)
3380: (1.0, 3.616245026274533)
3381: (1.0, 5.207794457193488)
3382: (0.6666666666666666, 5.207794457193488)
3383: (-1.1102230246251565e-16, 3.616245026274533)
3384: (0.33333333333333326, 3.616245026274533)
3385: (0.33333333333333326, 5.207794457193488)
3386: (-1.1102230246251565e-16, 5.207794457193488)
3387: (0.2500000000000001, 0.9330127018922194)
3388: (1.0, 0.5)
3389: (0.5, 0.5)
3390: (0.24999999999999978, 0.06698729810778076)
3391: (0.2500000000000001, 0.9330127018922194)
3392: (0.5, 0.5)
3393: (1.0, 0.5)
3394: (0.24999999999999978, 0.06698729810778076)
3395: (0.5, 0.5)
3396: (0.5, 0.5)
3397: (0.5, 0.5)
3398: (0.5, 0.5)
3399: (0.5, 0.5)
3400: (0.5, 0.5)
3401: (0.5, 0.5)
3402: (0.5, 0.5)
3403: (0.5, 0.5)
3404: (0.5, 0.5)
3405: (0.3333333333333333, 0.0)
3406: (0.6666666666666666, 0.0)
3407: (0.6666666666666666, 0.535791510743676)
3408: (0.3333333333333333, 0.535791510743676)
3409: (0.6666666666666666, 0.0)
3410: (1.0, 0.0)
3411: (1.0, 0.535791510743676)
3412: (0.6666666666666666, 0.535791510743676)
3413: (-1.1102230246251565e-16, 0.0)
3414: (0.33333333333333326, 0.0)
3415: (0.33333333333333326, 0.535791510743676)
3416: (-1.1102230246251565e-16, 0.535791510743676)
3417: (0.3333333333333333, 0.535791510743676)
3418: (0.6666666666666666, 0.535791510743676)
3419: (0.6666666666666666, 1.241098390540468)
3420: (0.3333333333333333, 1.241098390540468)
3421: (0.6666666666666666, 0.535791510743676)
3422: (1.0, 0.535791510743676)
3423: (1.0, 1.241098390540468)
3424: (0.6666666666666666, 1.241098390540468)
3425: (-1.1102230246251565e-16, 0.535791510743676)
3426: (0.33333333333333326, 0.535791510743676)
3427: (0.33333333333333326, 1.241098390540468)
3428: (-1.1102230246251565e-16, 1.241098390540468)
3429: (0.3333333333333333, 1.241098390540468)
3430: (0.6666666666666666, 1.241098390540468)
3431: (0.6666666666666666, 1.8144693082503331)
3432: (0.3333333333333333, 1.8144693082503331)
3433: (0.6666666666666666, 1.241098390540468)
3434: (1.0, 1.241098390540468)
3435: (1.0, 1.8144693082503331)
3436: (0.6666666666666666, 1.8144693082503331)
3437: (-1.1102230246251565e-16, 1.241098390540468)
3438: (0.33333333333333326, 1.241098390540468)
3439: (0.33333333333333326, 1.8144693082503331)
3440: (-1.1102230246251565e-16, 1.8144693082503331)
3441: (0.3333333333333333, 1.8144693082503331)
3442: (0.6666666666666666, 1.8144693082503331)
3443: (0.6666666666666666, 3.4060187391692898)
3444: (0.3333333333333333, 3.4060187391692898)
3445: (0.6666666666666666, 1.8144693082503331)
3446: (1.0, 1.8144693082503331)
3447: (1.0, 3.4060187391692898)
3448: (0.6666666666666666, 3.4060187391692898)
3449: (-1.1102230246251565e-16, 1.8144693082503331)
