# Root UV coordinates (u, v)
2758: (1.2857142857142856, 40.47263014518456)
2759: (1.875, 35.6979818524277)
2760: (2.25, 35.6979818524277)
2761: (2.1428571428571423, 40.47263014518456)
2762: (1.7142857142857142, 40.47263014518456)
2763: (2.25, 35.6979818524277)
2764: (2.625, 35.6979818524277)
2765: (2.571428571428571, 40.47263014518456)
2766: (2.1428571428571423, 40.47263014518456)
2767: (2.625, 35.6979818524277)
2768: (3.0, 35.6979818524277)
2769: (3.0, 40.47263014518456)
2770: (2.571428571428571, 40.47263014518456)
2771: (0.375, 35.6979818524277)
2772: (0.75, 35.6979818524277)
2773: (0.4285714285714284, 40.47263014518456)
2774: (-4.440892098500626e-16, 40.47263014518456)
2775: (0.0, 35.6979818524277)
2776: (0.375, 35.6979818524277)
2777: (-4.440892098500626e-16, 40.47263014518456)
2778: (0.8571428571428571, 40.47263014518456)
2779: (1.2857142857142856, 40.47263014518456)
2780: (1.0, 45.24727843794142)
2781: (0.5, 45.24727843794142)
2782: (1.2857142857142856, 40.47263014518456)
2783: (1.7142857142857142, 40.47263014518456)
2784: (1.5, 45.24727843794142)
2785: (1.0, 45.24727843794142)
2786: (1.7142857142857142, 40.47263014518456)
2787: (2.1428571428571423, 40.47263014518456)
2788: (2.0, 45.24727843794142)
2789: (1.5, 45.24727843794142)
2790: (2.1428571428571423, 40.47263014518456)
2791: (2.571428571428571, 40.47263014518456)
2792: (2.5, 45.24727843794142)
2793: (2.0, 45.24727843794142)
2794: (2.571428571428571, 40.47263014518456)
2795: (3.0, 40.47263014518456)
2796: (3.0, 45.24727843794142)
2797: (2.5, 45.24727843794142)
2798: (0.42857142857142794, 40.47263014518456)
2799: (0.8571428571428568, 40.47263014518456)
2800: (0.5, 45.24727843794142)
2801: (0.0, 45.24727843794142)
2802: (-4.440892098500626e-16, 40.47263014518456)
2803: (0.4285714285714284, 40.47263014518456)
2804: (0.0, 45.24727843794142)
2805: (1.0, 45.24727843794142)
2806: (1.5, 45.24727843794142)
2807: (1.2000000000000002, 50.021926730698276)
2808: (0.6000000000000001, 50.021926730698276)
2809: (1.5, 45.24727843794142)
2810: (2.0, 45.24727843794142)
2811: (1.8000000000000003, 50.021926730698276)
2812: (1.2000000000000002, 50.021926730698276)
2813: (2.0, 45.24727843794142)
2814: (2.5, 45.24727843794142)
2815: (2.4000000000000004, 50.021926730698276)
2816: (1.8000000000000003, 50.021926730698276)
2817: (2.5, 45.24727843794142)
2818: (3.0, 45.24727843794142)
2819: (3.0, 50.021926730698276)
2820: (2.4000000000000004, 50.021926730698276)
2821: (0.5, 45.24727843794142)
2822: (1.0, 45.24727843794142)
2823: (0.6000000000000001, 50.021926730698276)
2824: (4.440892098500626e-16, 50.021926730698276)
2825: (0.0, 45.24727843794142)
2826: (0.5, 45.24727843794142)
2827: (4.440892098500626e-16, 50.021926730698276)
2828: (1.2000000000000002, 50.021926730698276)
2829: (1.8000000000000003, 50.021926730698276)
2830: (1.5, 54.796575023455134)
2831: (0.75, 54.796575023455134)
2832: (1.8000000000000003, 50.021926730698276)
2833: (2.4000000000000004, 50.021926730698276)
2834: (2.25, 54.796575023455134)
2835: (1.5, 54.796575023455134)
2836: (2.4000000000000004, 50.021926730698276)
2837: (3.0, 50.021926730698276)
2838: (3.0, 54.796575023455134)
2839: (2.25, 54.796575023455134)
2840: (0.6000000000000005, 50.021926730698276)
2841: (1.2000000000000002, 50.021926730698276)
2842: (0.75, 54.796575023455134)
2843: (0.0, 54.796575023455134)
2844: (4.440892098500626e-16, 50.021926730698276)
2845: (0.6000000000000001, 50.021926730698276)
2846: (0.0, 54.796575023455134)
2847: (0.5, 1.0)
2848: (1.0, 0.5)
2849: (0.5, 0.5)
2850: (0.0, 0.5000000000000001)
2851: (0.5, 1.0)
2852: (0.5, 0.5)
2853: (0.4999999999999999, 0.0)
2854: (0.0, 0.5000000000000001)
2855: (0.5, 0.5)
2856: (1.0, 0.5)
2857: (0.4999999999999999, 0.0)
2858: (0.5, 0.5)
2859: (0.5, 0.5)
2860: (0.5, 0.5)
2861: (0.5, 0.5)
2862: (0.5, 0.5)
2863: (0.5, 0.5)
2864: (0.5, 0.5)
2865: (0.5, 0.5)
2866: (0.5, 0.5)
2867: (0.5, 0.5)
2868: (0.5, 0.5)
2869: (0.5, 0.5)
2870: (0.5, 0.5)
2871: (0.3333333333333333, 0.0)
2872: (0.6666666666666666, 0.0)
2873: (0.6666666666666666, 0.6779844183634077)
2874: (0.3333333333333333, 0.6779844183634077)
2875: (0.6666666666666666, 0.0)
2876: (1.0, 0.0)
2877: (1.0, 0.6779844183634077)
2878: (0.6666666666666666, 0.6779844183634077)
2879: (-1.1102230246251565e-16, 0.0)
2880: (0.33333333333333326, 0.0)
2881: (0.33333333333333326, 0.6779844183634077)
2882: (-1.1102230246251565e-16, 0.6779844183634077)
2883: (0.3333333333333333, 0.6779844183634077)
2884: (0.6666666666666666, 0.6779844183634077)
2885: (0.6666666666666666, 1.1532985375237013)
2886: (0.3333333333333333, 1.1532985375237013)
2887: (0.6666666666666666, 0.6779844183634077)
2888: (1.0, 0.6779844183634077)
2889: (1.0, 1.1532985375237013)
2890: (0.6666666666666666, 1.1532985375237013)
2891: (-1.1102230246251565e-16, 0.6779844183634077)
2892: (0.33333333333333326, 0.6779844183634077)
2893: (0.33333333333333326, 1.1532985375237013)
2894: (-1.1102230246251565e-16, 1.1532985375237013)
2895: (0.3333333333333333, 1.1532985375237013)
2896: (0.6666666666666666, 1.1532985375237013)
2897: (0.6666666666666666, 1.9433879765620414)
2898: (0.3333333333333333, 1.9433879765620414)
2899: (0.6666666666666666, 1.1532985375237013)
2900: (1.0, 1.1532985375237013)
2901: (1.0, 1.9433879765620414)
2902: (0.6666666666666666, 1.9433879765620414)
2903: (-1.1102230246251565e-16, 1.1532985375237013)
2904: (0.33333333333333326, 1.1532985375237013)
2905: (0.33333333333333326, 1.9433879765620414)
2906: (-1.1102230246251565e-16, 1.9433879765620414)
2907: (0.3333333333333333, 1.9433879765620414)
2908: (0.6666666666666666, 1.9433879765620414)
2909: (0.6666666666666666, 3.5349374074809945)
2910: (0.3333333333333333, 3.5349374074809945)
2911: (0.6666666666666666, 1.9433879765620414)
2912: (1.0, 1.9433879765620414)
2913: (1.0, 3.5349374074809945)
2914: (0.6666666666666666, 3.5349374074809945)
2915: (-1.1102230246251565e-16, 1.9433879765620414)
2916: (0.33333333333333326, 1.9433879765620414)
2917: (0.33333333333333326, 3.5349374074809945)
2918: (-1.1102230246251565e-16, 3.5349374074809945)
2919: (0.2500000000000001, 0.9330127018922194)
2920: (1.0, 0.5)
2921: (0.5, 0.5)
2922: (0.24999999999999978, 0.06698729810778076)
2923: (0.2500000000000001, 0.9330127018922194)
2924: (0.5, 0.5)
2925: (1.0, 0.5)
2926: (0.24999999999999978, 0.06698729810778076)
2927: (0.5, 0.5)
2928: (0.5, 0.5)
2929: (0.5, 0.5)
2930: (0.5, 0.5)
2931: (0.5, 0.5)
2932: (0.5, 0.5)
2933: (0.5, 0.5)
2934: (0.3333333333333333, 0.0)
2935: (0.6666666666666666, 0.0)
2936: (0.6666666666666666, 0.6805582027816931)
2937: (0.3333333333333333, 0.6805582027816931)
2938: (0.6666666666666666, 0.0)
2939: (1.0, 0.0)
2940: (1.0, 0.6805582027816931)
2941: (0.6666666666666666, 0.6805582027816931)
2942: (-1.1102230246251565e-16, 0.0)
2943: (0.33333333333333326, 0.0)
2944: (0.33333333333333326, 0.6805582027816931)
2945: (-1.1102230246251565e-16, 0.6805582027816931)
2946: (0.3333333333333333, 0.6805582027816931)
2947: (0.6666666666666666, 0.6805582027816931)
2948: (0.6666666666666666, 1.1928073018763066)
2949: (0.3333333333333333, 1.1928073018763066)
2950: (0.6666666666666666, 0.6805582027816931)
2951: (1.0, 0.6805582027816931)
2952: (1.0, 1.1928073018763066)
2953: (0.6666666666666666, 1.1928073018763066)
2954: (-1.1102230246251565e-16, 0.6805582027816931)
2955: (0.33333333333333326, 0.6805582027816931)
2956: (0.33333333333333326, 1.1928073018763066)
2957: (-1.1102230246251565e-16, 1.1928073018763066)
2958: (0.3333333333333333, 1.1928073018763066)
2959: (0.6666666666666666, 1.1928073018763066)
2960: (0.6666666666666666, 1.962750326380351)
2961: (0.3333333333333333, 1.962750326380351)
2962: (0.6666666666666666, 1.1928073018763066)
2963: (1.0, 1.1928073018763066)
2964: (1.0, 1.962750326380351)
2965: (0.6666666666666666, 1.962750326380351)
2966: (-1.1102230246251565e-16, 1.1928073018763066)
2967: (0.33333333333333326, 1.1928073018763066)
2968: (0.33333333333333326, 1.962750326380351)
2969: (-1.1102230246251565e-16, 1.962750326380351)
2970: (0.3333333333333333, 1.962750326380351)
2971: (0.6666666666666666, 1.962750326380351)
2972: (0.6666666666666666, 3.5542997572993036)
2973: (0.3333333333333333, 3.5542997572993036)
2974: (0.6666666666666666, 1.962750326380351)
2975: (1.0, 1.962750326380351)
2976: (1.0, 3.5542997572993036)
2977: (0.6666666666666666, 3.5542997572993036)
2978: (-1.1102230246251565e-16, 1.962750326380351)
2979: (0.33333333333333326, 1.962750326380351)
2980: (0.33333333333333326, 3.5542997572993036)
2981: (-1.1102230246251565e-16, 3.5542997572993036)
2982: (0.2500000000000001, 0.9330127018922194)
2983: (1.0, 0.5)
2984: (0.5, 0.5)
2985: (0.24999999999999978, 0.06698729810778076)
2986: (0.2500000000000001, 0.9330127018922194)
2987: (0.5, 0.5)
2988: (1.0, 0.5)
2989: (0.24999999999999978, 0.06698729810778076)
2990: (0.5, 0.5)
2991: (0.5, 0.5)
2992: (0.5, 0.5)
2993: (0.5, 0.5)
2994: (0.5, 0.5)
2995: (0.5, 0.5)
2996: (0.5, 0.5)
2997: (0.5, 0.0)
2998: (0.75, 0.0)
2999: (0.5454545454545454, 25.527728792943456)
3000: (0.2727272727272727, 25.527728792943456)
3001: (0.75, 0.0)
3002: (1.0, 0.0)
3003: (0.8181818181818181, 25.527728792943456)
3004: (0.5454545454545454, 25.527728792943456)
3005: (1.0, 0.0)
3006: (1.25, 0.0)
3007: (1.0909090909090908, 25.527728792943456)
3008: (0.8181818181818181, 25.527728792943456)
3009: (1.25, 0.0)
3010: (1.5, 0.0)
3011: (1.3636363636363638, 25.527728792943456)
3012: (1.0909090909090908, 25.527728792943456)
3013: (1.5, 0.0)
3014: (1.7499999999999998, 0.0)
3015: (1.6363636363636362, 25.527728792943456)
3016: (1.3636363636363638, 25.527728792943456)
3017: (1.7499999999999998, 0.0)
3018: (2.0, 0.0)
3019: (1.9090909090909092, 25.527728792943456)
3020: (1.6363636363636362, 25.527728792943456)
3021: (2.0, 0.0)
3022: (2.25, 0.0)
3023: (2.1818181818181817, 25.527728792943456)
3024: (1.9090909090909092, 25.527728792943456)
3025: (2.25, 0.0)
3026: (2.5, 0.0)
3027: (2.4545454545454546, 25.527728792943456)
3028: (2.1818181818181817, 25.527728792943456)
3029: (2.5, 0.0)
3030: (2.75, 0.0)
3031: (2.7272727272727275, 25.527728792943456)
3032: (2.4545454545454546, 25.527728792943456)
3033: (2.75, 0.0)
3034: (3.0, 0.0)
3035: (3.0, 25.527728792943456)
3036: (2.7272727272727275, 25.527728792943456)
3037: (0.25, 0.0)
3038: (0.5, 0.0)
3039: (0.2727272727272725, 25.527728792943456)
3040: (0.0, 25.527728792943456)
3041: (0.0, 0.0)
3042: (0.25, 0.0)
3043: (0.0, 25.527728792943456)
3044: (0.5454545454545454, 25.527728792943456)
3045: (0.8181818181818181, 25.527728792943456)
3046: (0.6000000000000001, 29.98162366768965)
3047: (0.30000000000000004, 29.98162366768965)
3048: (0.8181818181818181, 25.527728792943456)
3049: (1.0909090909090908, 25.527728792943456)
3050: (0.9000000000000001, 29.98162366768965)
3051: (0.6000000000000001, 29.98162366768965)
3052: (1.0909090909090908, 25.527728792943456)
3053: (1.3636363636363638, 25.527728792943456)
3054: (1.2000000000000002, 29.98162366768965)
3055: (0.9000000000000001, 29.98162366768965)
3056: (1.3636363636363638, 25.527728792943456)
3057: (1.6363636363636362, 25.527728792943456)
3058: (1.5, 29.98162366768965)
3059: (1.2000000000000002, 29.98162366768965)
3060: (1.6363636363636362, 25.527728792943456)
3061: (1.9090909090909092, 25.527728792943456)
3062: (1.8000000000000003, 29.98162366768965)
3063: (1.5, 29.98162366768965)
3064: (1.9090909090909092, 25.527728792943456)
3065: (2.1818181818181817, 25.527728792943456)
3066: (2.1, 29.98162366768965)
3067: (1.8000000000000003, 29.98162366768965)
3068: (2.1818181818181817, 25.527728792943456)
3069: (2.4545454545454546, 25.527728792943456)
3070: (2.4000000000000004, 29.98162366768965)
3071: (2.1, 29.98162366768965)
3072: (2.4545454545454546, 25.527728792943456)
3073: (2.7272727272727275, 25.527728792943456)
3074: (2.7, 29.98162366768965)
3075: (2.4000000000000004, 29.98162366768965)
3076: (2.7272727272727275, 25.527728792943456)
3077: (3.0, 25.527728792943456)
3078: (3.0, 29.98162366768965)
3079: (2.7, 29.98162366768965)
3080: (0.2727272727272725, 25.527728792943456)
3081: (0.545454545454545, 25.527728792943456)
3082: (0.2999999999999998, 29.98162366768965)
3083: (0.0, 29.98162366768965)
3084: (-4.440892098500626e-16, 25.527728792943456)
3085: (0.2727272727272725, 25.527728792943456)
3086: (0.0, 29.98162366768965)
3087: (0.6000000000000001, 29.98162366768965)
3088: (0.9000000000000001, 29.98162366768965)
3089: (0.6666666666666666, 30.88099861729288)
3090: (0.3333333333333333, 30.88099861729288)
3091: (0.9000000000000001, 29.98162366768965)
3092: (1.2000000000000002, 29.98162366768965)
3093: (1.0, 30.88099861729288)
3094: (0.6666666666666666, 30.88099861729288)
3095: (1.2000000000000002, 29.98162366768965)
3096: (1.5, 29.98162366768965)
3097: (1.3333333333333333, 30.88099861729288)
3098: (1.0, 30.88099861729288)
3099: (1.5, 29.98162366768965)
3100: (1.8000000000000003, 29.98162366768965)
3101: (1.6666666666666667, 30.88099861729288)
3102: (1.3333333333333333, 30.88099861729288)
3103: (1.8000000000000003, 29.98162366768965)
3104: (2.1, 29.98162366768965)
3105: (2.0, 30.88099861729288)
3106: (1.6666666666666667, 30.88099861729288)
3107: (2.1, 29.98162366768965)
3108: (2.4000000000000004, 29.98162366768965)
3109: (2.333333333333333, 30.88099861729288)
3110: (2.0, 30.88099861729288)
3111: (2.4000000000000004, 29.98162366768965)
3112: (2.7, 29.98162366768965)
3113: (2.6666666666666665, 30.88099861729288)
3114: (2.333333333333333, 30.88099861729288)
3115: (2.7, 29.98162366768965)
3116: (3.0, 29.98162366768965)
3117: (3.0, 30.88099861729288)
3118: (2.6666666666666665, 30.88099861729288)
3119: (0.2999999999999998, 29.98162366768965)
3120: (0.5999999999999996, 29.98162366768965)
3121: (0.3333333333333335, 30.88099861729288)
3122: (0.0, 30.88099861729288)
3123: (0.0, 29.98162366768965)
3124: (0.2999999999999998, 29.98162366768965)
3125: (0.0, 30.88099861729288)
3126: (0.6666666666666666, 30.88099861729288)
3127: (1.0, 30.88099861729288)
3128: (0.75, 35.65564691004974)
3129: (0.375, 35.65564691004974)
3130: (1.0, 30.88099861729288)
3131: (1.3333333333333333, 30.88099861729288)
3132: (1.125, 35.65564691004974)
3133: (0.75, 35.65564691004974)
3134: (1.3333333333333333, 30.88099861729288)
3135: (1.6666666666666667, 30.88099861729288)
3136: (1.5, 35.65564691004974)
3137: (1.125, 35.65564691004974)
3138: (1.6666666666666667, 30.88099861729288)
3139: (2.0, 30.88099861729288)
3140: (1.875, 35.65564691004974)
3141: (1.5, 35.65564691004974)
3142: (2.0, 30.88099861729288)
3143: (2.333333333333333, 30.88099861729288)
3144: (2.25, 35.65564691004974)
3145: (1.875, 35.65564691004974)
3146: (2.333333333333333, 30.88099861729288)
3147: (2.6666666666666665, 30.88099861729288)
3148: (2.625, 35.65564691004974)
3149: (2.25, 35.65564691004974)
3150: (2.6666666666666665, 30.88099861729288)
3151: (3.0, 30.88099861729288)
3152: (3.0, 35.65564691004974)
3153: (2.625, 35.65564691004974)
3154: (0.3333333333333335, 30.88099861729288)
3155: (0.666666666666667, 30.88099861729288)
3156: (0.375, 35.65564691004974)
3157: (0.0, 35.65564691004974)
3158: (0.0, 30.88099861729288)
3159: (0.3333333333333335, 30.88099861729288)
3160: (0.0, 35.65564691004974)
3161: (0.75, 35.65564691004974)
3162: (1.125, 35.65564691004974)
3163: (0.8571428571428571, 40.4302952028066)
3164: (0.42857142857142855, 40.4302952028066)
3165: (1.125, 35.65564691004974)
3166: (1.5, 35.65564691004974)
3167: (1.2857142857142856, 40.4302952028066)
3168: (0.8571428571428571, 40.4302952028066)
3169: (1.5, 35.65564691004974)
3170: (1.875, 35.65564691004974)
3171: (1.7142857142857142, 40.4302952028066)
3172: (1.2857142857142856, 40.4302952028066)
3173: (1.875, 35.65564691004974)
3174: (2.25, 35.65564691004974)
3175: (2.1428571428571423, 40.4302952028066)
3176: (1.7142857142857142, 40.4302952028066)
3177: (2.25, 35.65564691004974)
3178: (2.625, 35.65564691004974)
3179: (2.571428571428571, 40.4302952028066)
3180: (2.1428571428571423, 40.4302952028066)
3181: (2.625, 35.65564691004974)
3182: (3.0, 35.65564691004974)
3183: (3.0, 40.4302952028066)
3184: (2.571428571428571, 40.4302952028066)
3185: (0.375, 35.65564691004974)
3186: (0.75, 35.65564691004974)
3187: (0.4285714285714284, 40.4302952028066)
3188: (-4.440892098500626e-16, 40.4302952028066)
3189: (0.0, 35.65564691004974)
3190: (0.375, 35.65564691004974)
3191: (-4.440892098500626e-16, 40.4302952028066)
3192: (0.8571428571428571, 40.4302952028066)
3193: (1.2857142857142856, 40.4302952028066)
3194: (1.0, 45.20494349556346)
3195: (0.5, 45.20494349556346)
3196: (1.2857142857142856, 40.4302952028066)
3197: (1.7142857142857142, 40.4302952028066)
3198: (1.5, 45.20494349556346)
3199: (1.0, 45.20494349556346)
3200: (1.7142857142857142, 40.4302952028066)
3201: (2.1428571428571423, 40.4302952028066)
3202: (2.0, 45.20494349556346)
3203: (1.5, 45.20494349556346)
3204: (2.1428571428571423, 40.4302952028066)
3205: (2.571428571428571, 40.4302952028066)
3206: (2.5, 45.20494349556346)
3207: (2.0, 45.20494349556346)
3208: (2.571428571428571, 40.4302952028066)
3209: (3.0, 40.4302952028066)
3210: (3.0, 45.20494349556346)
3211: (2.5, 45.20494349556346)
3212: (0.42857142857142794, 40.4302952028066)
3213: (0.8571428571428568, 40.4302952028066)
3214: (0.5, 45.20494349556346)
3215: (0.0, 45.20494349556346)
3216: (-4.440892098500626e-16, 40.4302952028066)
3217: (0.4285714285714284, 40.4302952028066)
3218: (0.0, 45.20494349556346)
3219: (0.75, 0.9330127018922193)
3220: (1.0, 0.5)
3221: (0.5, 0.5)
3222: (0.2500000000000001, 0.9330127018922194)
3223: (0.75, 0.9330127018922193)
3224: (0.5, 0.5)
3225: (0.0, 0.5000000000000001)
3226: (0.2500000000000001, 0.9330127018922194)
3227: (0.5, 0.5)
3228: (0.24999999999999978, 0.06698729810778076)
3229: (0.0, 0.5000000000000001)
3230: (0.5, 0.5)
3231: (0.75, 0.0669872981077807)
3232: (0.24999999999999978, 0.06698729810778076)
3233: (0.5, 0.5)
3234: (1.0, 0.5)
3235: (0.75, 0.0669872981077807)
3236: (0.5, 0.5)
3237: (0.5, 0.5)
3238: (0.5, 0.5)
3239: (0.5, 0.5)
3240: (0.5, 0.5)
3241: (0.5, 0.5)
3242: (0.5, 0.5)
3243: (0.5, 0.5)
3244: (0.5, 0.5)
3245: (0.5, 0.5)
3246: (0.3333333333333333, 0.0)
3247: (0.6666666666666666, 0.0)
3248: (0.6666666666666666, 0.7361178023899503)
3249: (0.3333333333333333, 0.7361178023899503)
3250: (0.6666666666666666, 0.0)
3251: (1.0, 0.0)
3252: (1.0, 0.7361178023899503)
3253: (0.6666666666666666, 0.7361178023899503)
3254: (-1.1102230246251565e-16, 0.0)
3255: (0.33333333333333326, 0.0)
3256: (0.33333333333333326, 0.7361178023899503)
3257: (-1.1102230246251565e-16, 0.7361178023899503)
3258: (0.3333333333333333, 0.7361178023899503)
3259: (0.6666666666666666, 0.7361178023899503)
3260: (0.6666666666666666, 1.4573141850523141)
3261: (0.3333333333333333, 1.4573141850523141)
3262: (0.6666666666666666, 0.7361178023899503)
3263: (1.0, 0.7361178023899503)
3264: (1.0, 1.4573141850523141)
3265: (0.6666666666666666, 1.4573141850523141)
3266: (-1.1102230246251565e-16, 0.7361178023899503)
3267: (0.33333333333333326, 0.7361178023899503)
3268: (0.33333333333333326, 1.4573141850523141)
3269: (-1.1102230246251565e-16, 1.4573141850523141)
3270: (0.3333333333333333, 1.4573141850523141)
3271: (0.6666666666666666, 1.4573141850523141)
3272: (0.6666666666666666, 2.132230412079767)
3273: (0.3333333333333333, 2.132230412079767)
3274: (0.6666666666666666, 1.4573141850523141)
3275: (1.0, 1.4573141850523141)
3276: (1.0, 2.132230412079767)
3277: (0.6666666666666666, 2.132230412079767)
3278: (-1.1102230246251565e-16, 1.4573141850523141)
3279: (0.33333333333333326, 1.4573141850523141)
3280: (0.33333333333333326, 2.132230412079767)
3281: (-1.1102230246251565e-16, 2.132230412079767)
3282: (0.3333333333333333, 2.132230412079767)
3283: (0.6666666666666666, 2.132230412079767)
3284: (0.6666666666666666, 3.723779842998722)
3285: (0.3333333333333333, 3.723779842998722)
3286: (0.6666666666666666, 2.132230412079767)
3287: (1.0, 2.132230412079767)
3288: (1.0, 3.723779842998722)
3289: (0.6666666666666666, 3.723779842998722)
3290: (-1.1102230246251565e-16, 2.132230412079767)
3291: (0.33333333333333326, 2.132230412079767)
3292: (0.33333333333333326, 3.723779842998722)
3293: (-1.1102230246251565e-16, 3.723779842998722)
3294: (0.2500000000000001, 0.9330127018922194)
3295: (1.0, 0.5)
3296: (0.5, 0.5)
3297: (0.24999999999999978, 0.06698729810778076)
3298: (0.2500000000000001, 0.9330127018922194)
3299: (0.5, 0.5)
3300: (1.0, 0.5)
3301: (0.24999999999999978, 0.06698729810778076)
3302: (0.5, 0.5)
3303: (0.5, 0.5)
3304: (0.5, 0.5)
3305: (0.5, 0.5)
3306: (0.5, 0.5)
3307: (0.5, 0.5)
3308: (0.5, 0.5)
